"","pid","Trial","TrialDuration","Block","Device","cost1","qual1","cost2","qual2","Choice"
"388",35,4,1.8998,1,"Tablet",9,5,5,3,"Option1_label"
"389",35,5,1.9998,1,"Tablet",5,3,13,9,"Option2_label"
"390",35,6,1.9999,1,"Tablet",9,3,11,5,"Option2_label"
"391",35,7,1.9831,1,"Tablet",7,3,11,9,"Option2_label"
"392",35,8,1.8407,1,"Tablet",13,9,11,1,"Option1_label"
"393",35,9,1.7685,1,"Tablet",7,1,15,5,"Option2_label"
"394",35,10,1.6664,1,"Tablet",15,7,9,5,"Option1_label"
"395",35,11,1.4825,1,"Tablet",15,9,5,5,"Option2_label"
"396",35,12,1.8854,1,"Tablet",11,1,13,9,"Option1_label"
"397",36,1,6.1451,1,"Tablet",7,7,15,9,"Option1_label"
"398",36,2,3.9496,1,"Tablet",9,1,11,5,"Option2_label"
"399",36,3,4.0856,1,"Tablet",5,1,7,3,"Option2_label"
"400",36,4,5.4331,1,"Tablet",9,5,5,3,"Option1_label"
"401",36,5,4.4801,1,"Tablet",5,3,13,9,"Option2_label"
"402",36,6,5.383,1,"Tablet",9,3,11,5,"Option2_label"
"403",36,7,3.133,1,"Tablet",7,3,11,9,"Option2_label"
"404",36,8,2.9665,1,"Tablet",13,9,11,1,"Option1_label"
"405",36,9,3.7333,1,"Tablet",7,1,15,5,"Option2_label"
"406",36,10,6.1023,1,"Tablet",15,7,9,5,"Option2_label"
"407",36,11,5.7818,1,"Tablet",15,9,5,5,"Option2_label"
"408",36,12,3.168,1,"Tablet",11,1,13,9,"Option2_label"
"409",37,1,12.3917,1,"Tablet",7,7,15,9,"Option1_label"
"410",37,2,7.3872,1,"Tablet",9,1,11,5,"Option2_label"
"411",37,3,9.7495,1,"Tablet",5,1,7,3,"Option2_label"
"412",37,4,18.4159,1,"Tablet",9,5,5,3,"Option1_label"
"413",37,5,16.2811,1,"Tablet",5,3,13,9,"Option1_label"
"414",37,6,6.8811,1,"Tablet",9,3,11,5,"Option1_label"
"415",37,7,15.7993,1,"Tablet",7,3,11,9,"Option1_label"
"416",37,8,5.4306,1,"Tablet",13,9,11,1,"Option1_label"
"417",37,9,9.6166,1,"Tablet",7,1,15,5,"Option2_label"
"418",37,10,9.7478,1,"Tablet",15,7,9,5,"Option2_label"
"419",37,11,17.7499,1,"Tablet",15,9,5,5,"Option2_label"
"420",37,12,14.6677,1,"Tablet",11,1,13,9,"Option2_label"
"421",38,1,7.1617,2,"Tablet",7,1,11,9,"Option2_label"
"422",38,2,7.1164,2,"Tablet",13,7,11,1,"Option1_label"
"423",38,3,5.2697,2,"Tablet",15,9,7,3,"Option1_label"
"424",38,4,4.633,2,"Tablet",15,9,9,7,"Option2_label"
"425",38,5,6.4331,2,"Tablet",7,3,11,7,"Option2_label"
"426",38,6,11.3329,2,"Tablet",11,3,11,3,"Option1_label"
"427",38,7,5.683,2,"Tablet",7,3,9,7,"Option2_label"
"428",38,8,6.9831,2,"Tablet",13,5,7,1,"Option1_label"
"429",38,9,5.2178,2,"Tablet",15,5,7,1,"Option1_label"
"430",38,10,4.6997,2,"Tablet",5,3,13,5,"Option2_label"
"431",38,11,3.833,2,"Tablet",13,9,9,7,"Option2_label"
"432",38,12,4.6023,2,"Tablet",15,9,13,1,"Option1_label"
"433",39,1,3.1511,2,"Tablet",7,1,11,9,"Option2_label"
"434",39,2,2.6664,2,"Tablet",13,7,11,1,"Option1_label"
"435",39,3,3.12,2,"Tablet",15,9,7,3,"Option1_label"
"436",39,4,3.6304,2,"Tablet",15,9,9,7,"Option2_label"
"437",39,5,2.5665,2,"Tablet",7,3,11,7,"Option2_label"
"438",39,6,3.8647,2,"Tablet",11,3,11,3,"Option2_label"
"439",39,7,2.9996,2,"Tablet",7,3,9,7,"Option2_label"
"440",39,8,2.1349,2,"Tablet",13,5,7,1,"Option1_label"
"441",39,9,3.5801,2,"Tablet",15,5,7,1,"Option1_label"
"442",39,10,4.4665,2,"Tablet",5,3,13,5,"Option1_label"
"443",39,11,7.6164,2,"Tablet",13,9,9,7,"Option1_label"
"444",39,12,2.1665,2,"Tablet",15,9,13,1,"Option1_label"
"445",40,1,6.9971,1,"Tablet",7,7,15,9,"Option1_label"
"446",40,2,3.8149,1,"Tablet",9,1,11,5,"Option2_label"
"447",40,3,7.5019,1,"Tablet",5,1,7,3,"Option2_label"
"448",40,4,4.7108,1,"Tablet",9,5,5,3,"Option1_label"
"449",40,5,9.2497,1,"Tablet",5,3,13,9,"Option2_label"
"450",40,6,8.4872,1,"Tablet",9,3,11,5,"Option2_label"
"451",40,7,5.9183,1,"Tablet",7,3,11,9,"Option2_label"
"452",40,8,4.1801,1,"Tablet",13,9,11,1,"Option1_label"
"453",40,9,4.1324,1,"Tablet",7,1,15,5,"Option2_label"
"454",40,10,4.0994,1,"Tablet",15,7,9,5,"Option2_label"
"455",40,11,4.2874,1,"Tablet",15,9,5,5,"Option2_label"
"456",40,12,3.2038,1,"Tablet",11,1,13,9,"Option2_label"
