"","pid","Trial","TrialDuration","Block","Device","cost1","qual1","cost2","qual2","Choice"
"388",34,4,2.3829,1,"Monitor",9,5,5,3,"Option1_label"
"389",34,5,4.9329,1,"Monitor",5,3,13,9,"Option2_label"
"390",34,6,6.2672,1,"Monitor",9,3,11,5,"Option2_label"
"391",34,7,4.6812,1,"Monitor",7,3,11,9,"Option2_label"
"392",34,8,3.0634,1,"Monitor",13,9,11,1,"Option1_label"
"393",34,9,6.4652,1,"Monitor",7,1,15,5,"Option2_label"
"394",34,10,5.6996,1,"Monitor",15,7,9,5,"Option2_label"
"395",34,11,3.9669,1,"Monitor",15,9,5,5,"Option2_label"
"396",34,12,3.0998,1,"Monitor",11,1,13,9,"Option2_label"
"397",35,1,8.2788,3,"Monitor",11,9,9,1,"Option1_label"
"398",35,2,4.1163,3,"Monitor",5,5,13,7,"Option2_label"
"399",35,3,2.9188,3,"Monitor",5,5,15,9,"Option2_label"
"400",35,4,3.8242,3,"Monitor",9,5,15,9,"Option2_label"
"401",35,5,4.6543,3,"Monitor",5,1,15,3,"Option1_label"
"402",35,6,3.733,3,"Monitor",9,9,5,7,"Option1_label"
"403",35,7,6.2494,3,"Monitor",15,7,7,1,"Option1_label"
"404",35,8,3.5997,3,"Monitor",11,7,7,1,"Option1_label"
"405",35,9,3.1376,3,"Monitor",9,7,5,3,"Option1_label"
"406",35,10,1.9666,3,"Monitor",13,7,9,5,"Option1_label"
"407",35,11,1.5335,3,"Monitor",9,3,15,9,"Option2_label"
"408",35,12,1.9138,3,"Monitor",11,1,13,3,"Option2_label"
"409",36,1,5.0783,3,"Monitor",11,9,9,1,"Option1_label"
"410",36,2,4.1497,3,"Monitor",5,5,13,7,"Option1_label"
"411",36,3,3.8854,3,"Monitor",5,5,15,9,"Option1_label"
"412",36,4,8.2498,3,"Monitor",9,5,15,9,"Option2_label"
"413",36,5,4.5619,3,"Monitor",5,1,15,3,"Option2_label"
"414",36,6,7.787,3,"Monitor",9,9,5,7,"Option2_label"
"415",36,7,5.8831,3,"Monitor",15,7,7,1,"Option1_label"
"416",36,8,4.1663,3,"Monitor",11,7,7,1,"Option1_label"
"417",36,9,4.1832,3,"Monitor",9,7,5,3,"Option1_label"
"418",36,10,7.9858,3,"Monitor",13,7,9,5,"Option1_label"
"419",36,11,3.5164,3,"Monitor",9,3,15,9,"Option2_label"
"420",36,12,2.3074,3,"Monitor",11,1,13,3,"Option2_label"
"421",37,1,6.0859,2,"Monitor",7,1,11,9,"Option2_label"
"422",37,2,5.8996,2,"Monitor",13,7,11,1,"Option1_label"
"423",37,3,12.5343,2,"Monitor",15,9,7,3,"Option1_label"
"424",37,4,12.151,2,"Monitor",15,9,9,7,"Option2_label"
"425",37,5,12.0162,2,"Monitor",7,3,11,7,"Option2_label"
"426",37,6,5.7022,2,"Monitor",11,3,11,3,"Option1_label"
"427",37,7,4.6641,2,"Monitor",7,3,9,7,"Option2_label"
"428",37,8,14.4318,2,"Monitor",13,5,7,1,"Option1_label"
"429",37,9,10.1304,2,"Monitor",15,5,7,1,"Option1_label"
"430",37,10,9.7652,2,"Monitor",5,3,13,5,"Option1_label"
"431",37,11,12.8972,2,"Monitor",13,9,9,7,"Option2_label"
"432",37,12,7.4855,2,"Monitor",15,9,13,1,"Option1_label"
"433",38,1,3.7621,3,"Monitor",11,9,9,1,"Option1_label"
"434",38,2,4.3162,3,"Monitor",5,5,13,7,"Option2_label"
"435",38,3,3.4996,3,"Monitor",5,5,15,9,"Option1_label"
"436",38,4,2.8688,3,"Monitor",9,5,15,9,"Option2_label"
"437",38,5,1.9664,3,"Monitor",5,1,15,3,"Option2_label"
"438",38,6,4.7666,3,"Monitor",9,9,5,7,"Option2_label"
"439",38,7,3.552,3,"Monitor",15,7,7,1,"Option1_label"
"440",38,8,2.4399,3,"Monitor",11,7,7,1,"Option1_label"
"441",38,9,3.9162,3,"Monitor",9,7,5,3,"Option1_label"
"442",38,10,6.7013,3,"Monitor",13,7,9,5,"Option2_label"
"443",38,11,5.6464,3,"Monitor",9,3,15,9,"Option2_label"
"444",38,12,2.9832,3,"Monitor",11,1,13,3,"Option2_label"
"445",39,1,5.0988,4,"Monitor",11,5,13,9,"Option1_label"
"446",39,2,3.4828,4,"Monitor",5,1,13,7,"Option2_label"
"447",39,3,4.483,4,"Monitor",13,1,15,3,"Option2_label"
"448",39,4,2.9187,4,"Monitor",7,9,5,5,"Option1_label"
"449",39,5,3.3664,4,"Monitor",9,1,15,9,"Option2_label"
"450",39,6,4.1318,4,"Monitor",13,1,15,9,"Option2_label"
"451",39,7,3.4981,4,"Monitor",11,9,5,1,"Option1_label"
"452",39,8,6.8496,4,"Monitor",5,1,15,5,"Option1_label"
"453",39,9,3.4498,4,"Monitor",11,9,7,7,"Option1_label"
"454",39,10,4.8476,4,"Monitor",7,5,9,9,"Option2_label"
"455",39,11,4.2829,4,"Monitor",15,3,5,1,"Option2_label"
"456",39,12,8.3331,4,"Monitor",13,5,5,1,"Option2_label"
"457",40,1,4.4138,3,"Monitor",11,9,9,1,"Option1_label"
"458",40,2,3.1997,3,"Monitor",5,5,13,7,"Option1_label"
"459",40,3,2.2997,3,"Monitor",5,5,15,9,"Option1_label"
"460",40,4,3.7364,3,"Monitor",9,5,15,9,"Option1_label"
"461",40,5,4.0164,3,"Monitor",5,1,15,3,"Option2_label"
"462",40,6,11.5492,3,"Monitor",9,9,5,7,"Option2_label"
"463",40,7,4.183,3,"Monitor",15,7,7,1,"Option1_label"
"464",40,8,2.9688,3,"Monitor",11,7,7,1,"Option1_label"
"465",40,9,3.1832,3,"Monitor",9,7,5,3,"Option1_label"
"466",40,10,7.5996,3,"Monitor",13,7,9,5,"Option2_label"
"467",40,11,4.1036,3,"Monitor",9,3,15,9,"Option2_label"
"468",40,12,4.0364,3,"Monitor",11,1,13,3,"Option2_label"
